PathID,PathName,SWCType,PrimaryPath,PathLength,PathLengthUnits,StartsOnPath,ConnectedPathIDs,ChildPathIDs,StartX,StartY,StartZ,EndX,EndY,EndZ,ApproximateFittedVolume
32,"Path (32)",undefined,true,303.8067495347942,µm,,,,394.48506311761014,336.17505378800865,126.14,512.8900820624132,61.88000990080159,108.28999999999999,NaN
33,"Path (33)",undefined,true,301.0383312106606,µm,,,,399.24506387921025,334.9850535976086,103.53,503.37008053921295,55.93000894880144,94.00999999999999,NaN
34,"Path (34)",undefined,true,291.8454567697468,µm,,,,396.8650634984102,330.2250528360085,109.47999999999999,504.560080729613,64.26001028160165,95.19999999999999,NaN
35,"Path (35)",undefined,true,292.1189756435202,µm,,,,394.48506311761014,343.31505493040885,110.67,508.13008130081306,74.97001199520193,101.14999999999999,NaN
36,"Path (36)",undefined,true,303.5115313151914,µm,,,,382.58506121360983,331.41505302640854,114.24,502.1800803488129,61.88000990080159,90.44,NaN
37,"Path (37)",undefined,true,273.9643234106967,µm,,,,382.58506121360983,327.8450524552084,91.63,499.8000799680128,84.49001351840217,102.33999999999999,NaN
38,"Path (38)",undefined,true,268.04695734786196,µm,,,,387.34506197520994,319.51505112240824,76.16,497.4200795872128,78.54001256640201,83.3,NaN
39,"Path (39)",undefined,true,297.9557768306969,µm,,,,383.7750614040099,334.9850535976086,92.82,502.1800803488129,65.45001047200168,77.35,NaN
40,"Path (40)",undefined,true,296.4952160003378,µm,,,,384.9650615944099,333.79505340720857,101.14999999999999,511.70008187201313,67.83001085280175,80.92,NaN
41,"Path (41)",undefined,true,318.95914948068526,µm,,,,384.9650615944099,327.8450524552084,101.14999999999999,517.6500828240133,44.03000704480113,82.11,NaN
42,"Path (42)",undefined,true,329.3776871053709,µm,,,,377.8250604520097,323.0850516936083,82.11,509.3200814912131,39.270006283201006,86.86999999999999,NaN
43,"Path (43)",undefined,true,323.78414057578567,µm,,,,382.58506121360983,320.7050513128082,97.58,520.0300832048133,47.60000761600122,89.25,NaN
44,"Path (44)",undefined,true,334.4519068346571,µm,,,,386.1550617848099,325.4650520744084,111.86,511.70008187201313,34.51000552160089,77.35,NaN
45,"Path (45)",undefined,true,319.00092889231223,µm,,,,380.20506083280975,321.89505150320826,82.11,524.7900839664135,45.22000723520116,79.72999999999999,NaN
