PathID,PathName,SWCType,PrimaryPath,PathLength,PathLengthUnits,StartsOnPath,ConnectedPathIDs,ChildPathIDs,StartX,StartY,StartZ,EndX,EndY,EndZ,ApproximateFittedVolume
17,"Path (17)",undefined,true,275.56846228383876,µm,,,,313.5650501704081,275.4850440776071,218.95999999999998,500.99008015841287,474.8100759696122,232.04999999999998,NaN
18,"Path (18)",undefined,true,258.19582305136817,µm,,,,318.3250509320082,279.05504464880715,216.57999999999998,497.4200795872128,461.7200738752119,226.1,NaN
19,"Path (19)",undefined,true,241.45358799586893,µm,,,,314.75505036080807,275.4850440776071,216.57999999999998,480.7600769216124,446.25007140001145,230.85999999999999,NaN
20,"Path (20)",undefined,true,243.51315781298365,µm,,,,314.75505036080807,276.6750442680071,218.95999999999998,483.1400773024124,449.8200719712116,223.72,NaN
21,"Path (21)",undefined,true,246.0587568794931,µm,,,,315.9450505512081,276.6750442680071,218.95999999999998,486.71007787361253,447.4400715904115,222.53,NaN
22,"Path (22)",undefined,true,246.38115517841968,µm,,,,315.9450505512081,281.43504502960724,223.72,491.47007863521264,452.2000723520116,230.85999999999999,NaN
23,"Path (23)",undefined,true,250.7368943164402,µm,,,,308.8050494088079,281.43504502960724,229.67,489.09007825441256,454.5800727328117,234.42999999999998,NaN
24,"Path (24)",undefined,true,259.62375373847476,µm,,,,311.185049789608,277.8650444584071,227.29,497.4200795872128,456.96007311361177,226.1,NaN
25,"Path (25)",undefined,true,276.23451073780114,µm,,,,313.5650501704081,279.05504464880715,227.29,511.70008187201313,470.05007520801206,227.29,NaN
26,"Path (26)",undefined,true,256.37074566214574,µm,,,,313.5650501704081,276.6750442680071,227.29,495.0400792064127,455.7700729232117,224.91,NaN
27,"Path (27)",undefined,true,270.5227931160763,µm,,,,309.99504959920796,275.4850440776071,233.23999999999998,500.99008015841287,466.480074636812,233.23999999999998,NaN
28,"Path (28)",undefined,true,255.99571822971177,µm,,,,317.13505074160815,276.6750442680071,229.67,496.23007939681276,458.15007330401176,241.57,NaN
29,"Path (29)",undefined,true,268.8083889989774,µm,,,,308.8050494088079,275.4850440776071,235.61999999999998,503.37008053921295,459.3400734944118,238.0,NaN
30,"Path (30)",undefined,true,256.8518892014407,µm,,,,312.37504998000804,281.43504502960724,238.0,496.23007939681276,459.3400734944118,245.14,NaN
31,"Path (31)",undefined,true,254.12460259790703,µm,,,,313.5650501704081,279.05504464880715,241.57,495.0400792064127,455.7700729232117,247.51999999999998,NaN
32,"Path (32)",undefined,true,228.00022742765844,µm,,,,309.99504959920796,281.43504502960724,240.38,474.8100759696122,435.5400696864112,261.8,NaN
33,"Path (33)",undefined,true,212.75083603968176,µm,,,,309.99504959920796,280.2450448392072,240.38,461.7200738752119,426.02006816321096,270.13,NaN
34,"Path (34)",undefined,true,213.90329142511317,µm,,,,309.99504959920796,277.8650444584071,243.95,461.7200738752119,426.02006816321096,268.94,NaN
35,"Path (35)",undefined,true,217.84414969697926,µm,,,,299.2850478856077,263.5850421736068,240.38,453.39007254241164,412.9300660688106,268.94,NaN
36,"Path (36)",undefined,true,240.76183047122726,µm,,,,293.33504693360754,267.15504274480685,235.61999999999998,466.480074636812,430.7800689248111,264.18,NaN
37,"Path (37)",undefined,true,232.012113060516,µm,,,,294.5250471240076,268.3450429352069,224.91,456.96007311361177,423.6400677824109,264.18,NaN
38,"Path (38)",undefined,true,284.3407697329242,µm,,,,295.71504731440757,268.3450429352069,216.57999999999998,491.47007863521264,464.1000742560119,253.47,NaN
39,"Path (39)",undefined,true,297.17225255671553,µm,,,,293.33504693360754,268.3450429352069,217.76999999999998,502.1800803488129,471.2400753984121,246.32999999999998,NaN
40,"Path (40)",undefined,true,292.60788809435485,µm,,,,294.5250471240076,269.53504312560693,207.06,498.61007977761284,467.67007482721203,236.81,NaN
41,"Path (41)",undefined,true,294.19943837749645,µm,,,,288.57504617200743,268.3450429352069,228.48,498.61007977761284,467.67007482721203,232.04999999999998,NaN
42,"Path (42)",undefined,true,306.6881444949998,µm,,,,300.47504807600774,276.6750442680071,230.85999999999999,511.70008187201313,489.09007825441256,221.34,NaN
43,"Path (43)",undefined,true,310.60843637509356,µm,,,,282.6250452200073,274.29504388720704,222.53,505.750080920013,473.6200757792122,223.72,NaN
44,"Path (44)",undefined,true,300.3721086117617,µm,,,,292.1450467432075,277.8650444584071,234.42999999999998,509.3200814912131,473.6200757792122,215.39,NaN
45,"Path (45)",undefined,true,289.4928107533839,µm,,,,293.33504693360754,277.8650444584071,215.39,496.23007939681276,464.1000742560119,227.29,NaN
